"","Offense","Date","Year","Month","Hour","Weekday","NumCrimes","GroupA","GroupB","Assault","Suspicious_Persons_Activity","ShotsFired_IllegalHunting"
"17395","Hit and Run","2019-05-31","2019","May","17","Sun",15,0,1,0,0,0
"17396","Larceny - Of Veh Parts/Access","2019-05-31","2019","May","16","Sun",15,0,1,0,0,0
"17397","Assist Agency - Backup/Assist","2019-05-31","2019","May","12","Sun",15,0,1,0,0,0
"17398","Larceny - From Motor Vehicle","2019-05-31","2019","May","06","Sun",15,0,1,0,0,0
"17399","Assault Simple","2019-05-31","2019","May","05","Sun",15,0,1,0,0,0
"17400","Assault Simple","2019-05-31","2019","May","04","Sun",15,0,1,0,0,0
"17401","Assault Simple","2019-05-31","2019","May","03","Sun",15,0,1,0,0,0
"17402","Assault Simple","2019-05-31","2019","May","02","Sun",15,0,1,0,0,0
"17403","Larceny - From Motor Vehicle","2019-05-30","2019","May","23","Sat",13,0,1,0,0,0
"17404","Burglary","2019-05-30","2019","May","19","Sat",13,0,1,0,0,0
"17405","Assist Citizen - Mental/TDO/ECO","2019-05-30","2019","May","17","Sat",13,0,1,0,0,0
"17406","Larceny - All Other","2019-05-30","2019","May","17","Sat",13,0,1,0,0,0
"17407","Lost/FoundProperty","2019-05-30","2019","May","16","Sat",13,0,1,0,0,0
"17408","Misc - Criminal Call","2019-05-30","2019","May","15","Sat",13,0,1,0,0,0
"17409","Suspicious Activity","2019-05-30","2019","May","15","Sat",13,0,1,0,0,0
"17410","Vandalism","2019-05-30","2019","May","14","Sat",13,0,1,0,0,0
"17411","Sex Offense","2019-05-30","2019","May","12","Sat",13,0,1,0,0,0
"17412","Assist Citizen - Mental/TDO/ECO","2019-05-30","2019","May","07","Sat",13,0,1,0,0,0
"17413","Assault Simple","2019-05-30","2019","May","06","Sat",13,0,1,0,0,0
"17414","Misc - Criminal Call","2019-05-30","2019","May","03","Sat",13,0,1,0,0,0
"17415","Assist Citizen - Mental/TDO/ECO","2019-05-30","2019","May","01","Sat",13,0,1,0,0,0
"17416","Larceny - From Motor Vehicle","2019-05-29","2019","May","22","Fri",14,0,1,0,0,0
"17417","Animal Complaint","2019-05-29","2019","May","20","Fri",14,0,1,0,0,0
"17418","Hit and Run","2019-05-29","2019","May","19","Fri",14,0,1,0,0,0
"17419","Drug/Narcotics Violation","2019-05-29","2019","May","19","Fri",14,0,1,0,0,0
"17420","Suspicious Activity","2019-05-29","2019","May","18","Fri",14,0,1,0,0,0
"17421","Vandalism","2019-05-29","2019","May","18","Fri",14,0,1,0,0,0
"17422","Larceny - Of Veh Parts/Access","2019-05-29","2019","May","15","Fri",14,0,1,0,0,0
"17423","Comm Relations Initiative - CRI","2019-05-29","2019","May","14","Fri",14,0,1,0,0,0
"17424","Misc - Criminal Call","2019-05-29","2019","May","14","Fri",14,0,1,0,0,0
"17425","Larceny - All Other","2019-05-29","2019","May","12","Fri",14,0,1,0,0,0
"17426","Sex Offense","2019-05-29","2019","May","12","Fri",14,0,1,0,0,0
"17427","Assault Simple","2019-05-29","2019","May","08","Fri",14,0,1,0,0,0
"17428","Suspicious Activity","2019-05-29","2019","May","08","Fri",14,0,1,0,0,0
"17429","Disturbance - Non Domestic","2019-05-29","2019","May","04","Fri",14,0,1,0,0,0
"17430","Larceny - All Other","2019-05-28","2019","May","22","Thurs",19,0,1,0,0,0
"17431","Suspicious Activity","2019-05-28","2019","May","21","Thurs",19,0,1,0,0,0
"17432","Vandalism","2019-05-28","2019","May","21","Thurs",19,0,1,0,0,0
"17433","Animal - Bite","2019-05-28","2019","May","20","Thurs",19,0,1,0,0,0
"17434","Assist Agency - Other","2019-05-28","2019","May","18","Thurs",19,0,1,0,0,0
"17435","Suspicious Activity","2019-05-28","2019","May","18","Thurs",19,0,1,0,0,0
"17436","Hit and Run","2019-05-28","2019","May","17","Thurs",19,0,1,0,0,0
"17437","Larceny - Theft from Building","2019-05-28","2019","May","15","Thurs",19,0,1,0,0,0
"17438","Burglary","2019-05-28","2019","May","14","Thurs",19,0,1,0,0,0
"17439","Burglary","2019-05-28","2019","May","13","Thurs",19,0,1,0,0,0
"17440","Disorderly Conduct","2019-05-28","2019","May","12","Thurs",19,0,1,0,0,0
"17441","Hit and Run","2019-05-28","2019","May","12","Thurs",19,0,1,0,0,0
"17442","Larceny - Theft from Building","2019-05-28","2019","May","12","Thurs",19,0,1,0,0,0
"17443","Hit and Run","2019-05-28","2019","May","10","Thurs",19,0,1,0,0,0
"17444","Larceny - All Other","2019-05-28","2019","May","05","Thurs",19,0,1,0,0,0
"17445","Drug/Narcotics Violation","2019-05-28","2019","May","02","Thurs",19,0,1,0,0,0
"17446","Suspicious Activity","2019-05-28","2019","May","01","Thurs",19,0,1,0,0,0
"17447","Assist Citizen - Mental/TDO/ECO","2019-05-28","2019","May","01","Thurs",19,0,1,0,0,0
"17448","Disorderly Conduct","2019-05-28","2019","May","00","Thurs",19,0,1,0,0,0
"17449","Lost/FoundProperty","2019-05-27","2019","May","22","Wed",9,0,1,0,0,0
"17450","Assault Simple","2019-05-27","2019","May","16","Wed",9,0,1,0,0,0
"17451","Hit and Run","2019-05-27","2019","May","15","Wed",9,0,1,0,0,0
"17452","Lost/FoundProperty","2019-05-27","2019","May","15","Wed",9,0,1,0,0,0
"17453","Larceny - All Other","2019-05-27","2019","May","14","Wed",9,0,1,0,0,0
"17454","Larceny - All Other","2019-05-27","2019","May","14","Wed",9,0,1,0,0,0
"17455","Larceny - All Other","2019-05-27","2019","May","12","Wed",9,0,1,0,0,0
"17456","Driving Under the Influence","2019-05-27","2019","May","05","Wed",9,0,1,0,0,0
"17457","Burglary","2019-05-27","2019","May","01","Wed",9,0,1,0,0,0
"17458","Animal - Bite","2019-05-26","2019","May","18","Tues",10,0,1,0,0,0
"17459","Assault Simple","2019-05-26","2019","May","18","Tues",10,0,1,0,0,0
"17460","Lost/FoundProperty","2019-05-26","2019","May","17","Tues",10,0,1,0,0,0
"17461","Assist Citizen - Mental/TDO/ECO","2019-05-26","2019","May","16","Tues",10,0,1,0,0,0
"17462","Larceny - From Motor Vehicle","2019-05-26","2019","May","14","Tues",10,0,1,0,0,0
"17463","Hit and Run","2019-05-26","2019","May","14","Tues",10,0,1,0,0,0
"17464","Lost/FoundProperty","2019-05-26","2019","May","12","Tues",10,0,1,0,0,0
"17465","Suspicious Activity","2019-05-26","2019","May","03","Tues",10,0,1,0,0,0
"17466","Shots Fired/Illegal Hunting","2019-05-26","2019","May","02","Tues",10,1,0,0,0,1
"17467","Assist Citizen - Mental/TDO/ECO","2019-05-26","2019","May","00","Tues",10,0,1,0,0,0
"17468","Misc - Criminal Call","2019-05-25","2019","May","22","Mon",13,0,1,0,0,0
"17469","Larceny - All Other","2019-05-25","2019","May","21","Mon",13,0,1,0,0,0
"17470","Lost/FoundProperty","2019-05-25","2019","May","18","Mon",13,0,1,0,0,0
"17471","Misc - Criminal Call","2019-05-25","2019","May","16","Mon",13,0,1,0,0,0
"17472","Harassment","2019-05-25","2019","May","15","Mon",13,0,1,0,0,0
"17473","Misc - Non-Criminal Call","2019-05-25","2019","May","10","Mon",13,0,1,0,0,0
"17474","Assault Simple","2019-05-25","2019","May","09","Mon",13,0,1,0,0,0
"17475","Larceny - From Motor Vehicle","2019-05-25","2019","May","07","Mon",13,0,1,0,0,0
"17476","Assault Simple","2019-05-25","2019","May","07","Mon",13,0,1,0,0,0
"17477","Driving Under the Influence","2019-05-25","2019","May","04","Mon",13,0,1,0,0,0
"17478","Traffic Stops","2019-05-25","2019","May","03","Mon",13,0,1,0,0,0
"17479","Larceny - From Motor Vehicle","2019-05-25","2019","May","01","Mon",13,0,1,0,0,0
"17480","Assault Simple","2019-05-25","2019","May","01","Mon",13,0,1,0,0,0
"17481","Assault Aggravated","2019-05-24","2019","May","21","Sun",15,0,1,0,0,0
"17482","Animal - Bite","2019-05-24","2019","May","21","Sun",15,0,1,0,0,0
"17483","Misc - Non-Criminal Call","2019-05-24","2019","May","19","Sun",15,0,1,0,0,0
"17484","Hit and Run","2019-05-24","2019","May","19","Sun",15,0,1,0,0,0
"17485","Disorderly Conduct","2019-05-24","2019","May","18","Sun",15,0,1,0,0,0
"17486","Assault Simple","2019-05-24","2019","May","17","Sun",15,0,1,0,0,0
"17487","Disorderly Conduct","2019-05-24","2019","May","15","Sun",15,0,1,0,0,0
"17488","Sex Offense-forcible fondling","2019-05-24","2019","May","15","Sun",15,0,1,0,0,0
"17489","Misc - Non-Criminal Call","2019-05-24","2019","May","13","Sun",15,0,1,0,0,0
"17490","Lost/FoundProperty","2019-05-24","2019","May","13","Sun",15,0,1,0,0,0
"17491","Suspicious Activity","2019-05-24","2019","May","11","Sun",15,0,1,0,0,0
"17492","Traffic Stops","2019-05-24","2019","May","07","Sun",15,0,1,0,0,0
"17493","Driving Under the Influence","2019-05-24","2019","May","06","Sun",15,0,1,0,0,0
"17494","Harassment","2019-05-24","2019","May","02","Sun",15,0,1,0,0,0
"17495","Assist Citizen - Mental/TDO/ECO","2019-05-24","2019","May","01","Sun",15,0,1,0,0,0
"17496","Assault Intimidation","2019-05-23","2019","May","23","Sat",16,0,1,0,0,0
"17497","Comm Relations Initiative - CRI","2019-05-23","2019","May","22","Sat",16,0,1,0,0,0
"17498","Assault Simple","2019-05-23","2019","May","19","Sat",16,0,1,0,0,0
"17499","Harassment","2019-05-23","2019","May","18","Sat",16,0,1,0,0,0
"17500","Assist Citizen - Mental/TDO/ECO","2019-05-23","2019","May","18","Sat",16,0,1,0,0,0
"17501","Larceny - Shoplifitng","2019-05-23","2019","May","18","Sat",16,0,1,0,0,0
"17502","Assault Simple","2019-05-23","2019","May","16","Sat",16,0,1,0,0,0
"17503","Assist Citizen - Misc","2019-05-23","2019","May","15","Sat",16,0,1,0,0,0
"17504","Runaway","2019-05-23","2019","May","15","Sat",16,0,1,0,0,0
"17505","Fraud-impersonation","2019-05-23","2019","May","14","Sat",16,0,1,0,0,0
"17506","Assist Citizen - Mental/TDO/ECO","2019-05-23","2019","May","13","Sat",16,0,1,0,0,0
"17507","Assist Citizen - Mental/TDO/ECO","2019-05-23","2019","May","13","Sat",16,0,1,0,0,0
"17508","Larceny - From Motor Vehicle","2019-05-23","2019","May","11","Sat",16,0,1,0,0,0
"17509","Larceny - From Motor Vehicle","2019-05-23","2019","May","08","Sat",16,0,1,0,0,0
"17510","Misc - Criminal Call","2019-05-23","2019","May","05","Sat",16,0,1,0,0,0
"17511","Missing Person-juvenile","2019-05-23","2019","May","01","Sat",16,0,1,0,0,0
"17512","Assist Citizen - Mental/TDO/ECO","2019-05-22","2019","May","23","Fri",19,0,1,0,0,0
"17513","Burglary","2019-05-22","2019","May","22","Fri",19,0,1,0,0,0
"17514","Larceny - Shoplifitng","2019-05-22","2019","May","22","Fri",19,0,1,0,0,0
"17515","Hit and Run","2019-05-22","2019","May","20","Fri",19,0,1,0,0,0
"17516","Motor Vehicle Theft","2019-05-22","2019","May","20","Fri",19,0,1,0,0,0
"17517","Disorderly Conduct","2019-05-22","2019","May","20","Fri",19,0,1,0,0,0
"17518","Vandalism","2019-05-22","2019","May","19","Fri",19,0,1,0,0,0
"17519","Hit and Run","2019-05-22","2019","May","19","Fri",19,0,1,0,0,0
"17520","Lost/FoundProperty","2019-05-22","2019","May","18","Fri",19,0,1,0,0,0
"17521","Assist Agency - Other","2019-05-22","2019","May","18","Fri",19,0,1,0,0,0
"17522","Assault Simple","2019-05-22","2019","May","18","Fri",19,0,1,0,0,0
"17523","Assist Agency - Other","2019-05-22","2019","May","18","Fri",19,0,1,0,0,0
"17524","Littering/Illegal Dumping","2019-05-22","2019","May","17","Fri",19,0,1,0,0,0
"17525","Animal Complaint","2019-05-22","2019","May","15","Fri",19,0,1,0,0,0
"17526","Driving Under the Influence","2019-05-22","2019","May","06","Fri",19,0,1,0,0,0
"17527","Shots Fired/Illegal Hunting","2019-05-22","2019","May","03","Fri",19,1,0,0,0,1
"17528","Fraud-impersonation","2019-05-22","2019","May","00","Fri",19,0,1,0,0,0
"17529","Assault Simple","2019-05-22","2019","May","00","Fri",19,0,1,0,0,0
"17530","Lost/FoundProperty","2019-05-22","2019","May","00","Fri",19,0,1,0,0,0
"17531","Disorderly Conduct","2019-05-21","2019","May","22","Thurs",13,0,1,0,0,0
"17532","Hit and Run","2019-05-21","2019","May","22","Thurs",13,0,1,0,0,0
"17533","Assault Intimidation","2019-05-21","2019","May","20","Thurs",13,0,1,0,0,0
"17534","Assist Citizen - Mental/TDO/ECO","2019-05-21","2019","May","19","Thurs",13,0,1,0,0,0
"17535","Misc - Criminal Call","2019-05-21","2019","May","19","Thurs",13,0,1,0,0,0
"17536","Assault Simple","2019-05-21","2019","May","16","Thurs",13,0,1,0,0,0
"17537","Fraud-false pretense","2019-05-21","2019","May","16","Thurs",13,0,1,0,0,0
"17538","Hit and Run","2019-05-21","2019","May","15","Thurs",13,0,1,0,0,0
"17539","Narcotics","2019-05-21","2019","May","12","Thurs",13,0,1,0,0,0
"17540","Disorderly Conduct","2019-05-21","2019","May","08","Thurs",13,0,1,0,0,0
"17541","Trespass","2019-05-21","2019","May","01","Thurs",13,0,1,0,0,0
"17542","Larceny - Shoplifitng","2019-05-21","2019","May","00","Thurs",13,0,1,0,0,0
"17543","Lost/FoundProperty","2019-05-21","2019","May","00","Thurs",13,0,1,0,0,0
"17544","Assault Aggravated","2019-05-20","2019","May","23","Wed",16,0,1,0,0,0
"17545","Drug/Narcotics Violation","2019-05-20","2019","May","20","Wed",16,0,1,0,0,0
"17546","Assault Simple","2019-05-20","2019","May","19","Wed",16,0,1,0,0,0
"17547","Larceny - Theft from Building","2019-05-20","2019","May","17","Wed",16,0,1,0,0,0
"17548","Larceny - All Other","2019-05-20","2019","May","16","Wed",16,0,1,0,0,0
"17549","Larceny - All Other","2019-05-20","2019","May","16","Wed",16,0,1,0,0,0
"17550","Hit and Run","2019-05-20","2019","May","16","Wed",16,0,1,0,0,0
"17551","Larceny - From Motor Vehicle","2019-05-20","2019","May","16","Wed",16,0,1,0,0,0
"17552","Larceny - All Other","2019-05-20","2019","May","16","Wed",16,0,1,0,0,0
"17553","Misc - Criminal Call","2019-05-20","2019","May","15","Wed",16,0,1,0,0,0
"17554","Weapons Violations","2019-05-20","2019","May","13","Wed",16,0,1,0,0,0
"17555","Lost/FoundProperty","2019-05-20","2019","May","12","Wed",16,0,1,0,0,0
"17556","Larceny - From Motor Vehicle","2019-05-20","2019","May","11","Wed",16,0,1,0,0,0
"17557","Vandalism","2019-05-20","2019","May","06","Wed",16,0,1,0,0,0
"17558","Drug Investigation","2019-05-20","2019","May","03","Wed",16,0,1,0,0,0
"17559","Vandalism","2019-05-20","2019","May","03","Wed",16,0,1,0,0,0
"17560","Hit and Run","2019-05-19","2019","May","23","Tues",13,0,1,0,0,0
"17561","Larceny - All Other","2019-05-19","2019","May","22","Tues",13,0,1,0,0,0
"17562","Vandalism","2019-05-19","2019","May","22","Tues",13,0,1,0,0,0
"17563","Larceny - All Other","2019-05-19","2019","May","20","Tues",13,0,1,0,0,0
"17564","Larceny - Of Veh Parts/Access","2019-05-19","2019","May","18","Tues",13,0,1,0,0,0
"17565","Vandalism","2019-05-19","2019","May","15","Tues",13,0,1,0,0,0
"17566","Assault Simple","2019-05-19","2019","May","14","Tues",13,0,1,0,0,0
"17567","Burglary","2019-05-19","2019","May","14","Tues",13,0,1,0,0,0
"17568","Vandalism","2019-05-19","2019","May","12","Tues",13,0,1,0,0,0
"17569","Driving Under the Influence","2019-05-19","2019","May","06","Tues",13,0,1,0,0,0
"17570","Domestic Disturbance","2019-05-19","2019","May","06","Tues",13,0,1,0,0,0
"17571","Domestic Disturbance","2019-05-19","2019","May","04","Tues",13,0,1,0,0,0
"17572","Assist Citizen - Mental/TDO/ECO","2019-05-19","2019","May","03","Tues",13,0,1,0,0,0
"17573","Larceny - Shoplifitng","2019-05-18","2019","May","23","Mon",15,0,1,0,0,0
"17574","Assault Simple","2019-05-18","2019","May","22","Mon",15,0,1,0,0,0
"17575","Animal Complaint","2019-05-18","2019","May","21","Mon",15,0,1,0,0,0
"17576","Lost/FoundProperty","2019-05-18","2019","May","21","Mon",15,0,1,0,0,0
"17577","Hit and Run","2019-05-18","2019","May","20","Mon",15,0,1,0,0,0
"17578","Hit and Run","2019-05-18","2019","May","19","Mon",15,0,1,0,0,0
"17579","Suspicious Activity","2019-05-18","2019","May","19","Mon",15,0,1,0,0,0
"17580","Vandalism","2019-05-18","2019","May","17","Mon",15,0,1,0,0,0
"17581","Suspicious Activity","2019-05-18","2019","May","15","Mon",15,0,1,0,0,0
"17582","Accident w/Injuries","2019-05-18","2019","May","14","Mon",15,0,1,0,0,0
"17583","Lost/FoundProperty","2019-05-18","2019","May","12","Mon",15,0,1,0,0,0
"17584","Accident - w/out Injuries","2019-05-18","2019","May","06","Mon",15,0,1,0,0,0
"17585","Assault Simple","2019-05-18","2019","May","04","Mon",15,0,1,0,0,0
"17586","Assault Simple","2019-05-18","2019","May","02","Mon",15,0,1,0,0,0
"17587","Hit and Run","2019-05-18","2019","May","01","Mon",15,0,1,0,0,0
"17588","Assault Simple","2019-05-17","2019","May","23","Sun",18,0,1,0,0,0
"17589","Animal - Bite","2019-05-17","2019","May","22","Sun",18,0,1,0,0,0
"17590","Unauthorized Use of Motor Veh","2019-05-17","2019","May","22","Sun",18,0,1,0,0,0
"17591","Hit and Run","2019-05-17","2019","May","22","Sun",18,0,1,0,0,0
"17592","Comm Relations Initiative - CRI","2019-05-17","2019","May","22","Sun",18,0,1,0,0,0
"17593","Lost/FoundProperty","2019-05-17","2019","May","21","Sun",18,0,1,0,0,0
"17594","Fraud-impersonation","2019-05-17","2019","May","21","Sun",18,0,1,0,0,0
"17595","Animal - Bite","2019-05-17","2019","May","20","Sun",18,0,1,0,0,0
"17596","Hit and Run","2019-05-17","2019","May","19","Sun",18,0,1,0,0,0
"17597","Fraud-impersonation","2019-05-17","2019","May","19","Sun",18,0,1,0,0,0
"17598","Assault Simple","2019-05-17","2019","May","19","Sun",18,0,1,0,0,0
"17599","Misc - Criminal Call","2019-05-17","2019","May","18","Sun",18,0,1,0,0,0
"17600","Drug/Narcotics Violation","2019-05-17","2019","May","15","Sun",18,0,1,0,0,0
"17601","Larceny - All Other","2019-05-17","2019","May","12","Sun",18,0,1,0,0,0
"17602","Burglary","2019-05-17","2019","May","05","Sun",18,0,1,0,0,0
"17603","Assault Simple","2019-05-17","2019","May","04","Sun",18,0,1,0,0,0
"17604","Larceny - All Other","2019-05-17","2019","May","01","Sun",18,0,1,0,0,0
"17605","Narcotics","2019-05-17","2019","May","01","Sun",18,0,1,0,0,0
"17606","Suspicious Activity","2019-05-16","2019","May","22","Sat",13,0,1,0,0,0
"17607","Assist Citizen - Mental/TDO/ECO","2019-05-16","2019","May","21","Sat",13,0,1,0,0,0
"17608","Burglary","2019-05-16","2019","May","20","Sat",13,0,1,0,0,0
"17609","Suspicious Activity","2019-05-16","2019","May","17","Sat",13,0,1,0,0,0
"17610","Drug Investigation","2019-05-16","2019","May","17","Sat",13,0,1,0,0,0
"17611","Fraud-false pretense","2019-05-16","2019","May","16","Sat",13,0,1,0,0,0
"17612","Suspicious Activity","2019-05-16","2019","May","14","Sat",13,0,1,0,0,0
"17613","Lost/FoundProperty","2019-05-16","2019","May","13","Sat",13,0,1,0,0,0
"17614","Lost/FoundProperty","2019-05-16","2019","May","13","Sat",13,0,1,0,0,0
"17615","Lost/FoundProperty","2019-05-16","2019","May","13","Sat",13,0,1,0,0,0
"17616","Lost/FoundProperty","2019-05-16","2019","May","12","Sat",13,0,1,0,0,0
"17617","Suspicious Activity","2019-05-16","2019","May","12","Sat",13,0,1,0,0,0
"17618","Assault Simple","2019-05-16","2019","May","07","Sat",13,0,1,0,0,0
"17619","Larceny - All Other","2019-05-15","2019","May","21","Fri",17,0,1,0,0,0
"17620","Fraud-false pretense","2019-05-15","2019","May","21","Fri",17,0,1,0,0,0
"17621","Misc - Non-Criminal Call","2019-05-15","2019","May","20","Fri",17,0,1,0,0,0
"17622","Assault Simple","2019-05-15","2019","May","19","Fri",17,0,1,0,0,0
"17623","Misc - Criminal Call","2019-05-15","2019","May","19","Fri",17,0,1,0,0,0
"17624","Drug/Narcotics Violation","2019-05-15","2019","May","19","Fri",17,0,1,0,0,0
"17625","Hit and Run","2019-05-15","2019","May","19","Fri",17,0,1,0,0,0
"17626","Assist Agency - Backup/Assist","2019-05-15","2019","May","18","Fri",17,0,1,0,0,0
"17627","Assist Citizen - Welfare Check","2019-05-15","2019","May","17","Fri",17,0,1,0,0,0
"17628","Misc - Criminal Call","2019-05-15","2019","May","17","Fri",17,0,1,0,0,0
"17629","Larceny - From Motor Vehicle","2019-05-15","2019","May","15","Fri",17,0,1,0,0,0
"17630","Misc - Non-Criminal Call","2019-05-15","2019","May","13","Fri",17,0,1,0,0,0
"17631","Hit and Run","2019-05-15","2019","May","08","Fri",17,0,1,0,0,0
"17632","Assist Citizen - Mental/TDO/ECO","2019-05-15","2019","May","03","Fri",17,0,1,0,0,0
"17633","Assist Citizen - Mental/TDO/ECO","2019-05-15","2019","May","03","Fri",17,0,1,0,0,0
"17634","Assault Simple","2019-05-15","2019","May","02","Fri",17,0,1,0,0,0
"17635","Vandalism","2019-05-15","2019","May","02","Fri",17,0,1,0,0,0
"17636","Assault Intimidation","2019-05-14","2019","May","22","Thurs",12,0,1,0,0,0
"17637","Larceny - Theft from Building","2019-05-14","2019","May","20","Thurs",12,0,1,0,0,0
"17638","Assist Agency - Other","2019-05-14","2019","May","20","Thurs",12,0,1,0,0,0
